Transaction,OFFENSE_Code,PSA_ID,AvgTmp,AvgHumid,Precip,Season,Weekend,Period
23762,Theft/Auto,107,Temp >71,Humid 50-75%,Precip 0-1,Fall,Weekday,Afternoon
23763,Theft/Other,106,Temp >71,Humid 50-75%,Precip 0-1,Fall,Weekday,Afternoon
23764,Theft/Auto,104,Temp >71,Humid 50-75%,Precip 0-1,Fall,Weekday,Afternoon
23765,Theft/Auto,104,Temp 52-71,Humid 50-75%,Precip 0-1,Summer,Weekday,Midnight
23766,Theft/Auto,106,Temp 52-71,Humid 50-75%,Precip 0-1,Summer,Weekday,Midnight
23767,Theft/Auto,306,Temp 52-71,Humid 50-75%,Precip 0-1,Summer,Weekday,Midnight
23768,Assault,107,Temp 52-71,Humid 50-75%,Precip 0-1,Summer,Weekday,Midnight
23769,Robbery,104,Temp >71,Humid 50-75%,Precip 0-1,Fall,Weekday,Evening
23770,Theft/Other,103,Temp >71,Humid 50-75%,Precip 0-1,Fall,Weekday,Evening
23771,Robbery,507,Temp >71,Humid 50-75%,Precip 0-1,Fall,Weekday,Evening
23772,Theft/Other,108,Temp >71,Humid 50-75%,Precip 0-1,Fall,Weekday,Evening
23773,Theft/Other,106,Temp >71,Humid 50-75%,Precip 0-1,Fall,Weekend,Evening
23774,Robbery,506,Temp >71,Humid 50-75%,Precip 0-1,Fall,Weekend,Evening
23775,Robbery,108,Temp >71,Humid 50-75%,Precip 0-1,Fall,Weekend,Evening
23776,Robbery,107,Temp >71,Humid 50-75%,Precip 0-1,Fall,Weekday,Morning
23777,Theft/Other,108,Temp >71,Humid 50-75%,Precip 0-1,Fall,Weekend,Afternoon
23778,Motor Vehicle Theft,103,Temp >71,Humid 50-75%,Precip 0-1,Fall,Weekday,Afternoon
23779,Theft/Auto,108,Temp >71,Humid 50-75%,Precip 0-1,Fall,Weekday,Midnight
23780,Motor Vehicle Theft,507,Temp >71,Humid 50-75%,Precip 0-1,Fall,Weekday,Morning
23781,Robbery,107,Temp >71,Humid 50-75%,Precip 0-1,Summer,Weekday,Afternoon
23782,Theft/Auto,104,Temp >71,Humid 50-75%,Precip 0-1,Summer,Weekday,Afternoon
23783,Theft/Auto,308,Temp >71,Humid 50-75%,Precip 0-1,Summer,Weekday,Afternoon
23784,Theft/Other,104,Temp >71,Humid 50-75%,Precip 0-1,Summer,Weekday,Afternoon
23785,Theft/Other,105,Temp >71,Humid 50-75%,Precip 0-1,Summer,Weekday,Afternoon
23786,Theft/Auto,106,Temp >71,Humid 50-75%,Precip 2-3,Fall,Weekend,Midnight
23787,Robbery,306,Temp >71,Humid 50-75%,Precip 0-1,Fall,Weekday,Afternoon
23788,Theft/Other,107,Temp >71,Humid 50-75%,Precip 0-1,Fall,Weekday,Afternoon
23789,Theft/Auto,104,Temp >71,Humid 50-75%,Precip 0-1,Summer,Weekday,Midnight
23790,Theft/Auto,308,Temp >71,Humid 50-75%,Precip 0-1,Summer,Weekday,Midnight
23791,Theft/Other,106,Temp >71,Humid 50-75%,Precip 0-1,Summer,Weekday,Midnight
23792,Theft/Auto,107,Temp >71,Humid 50-75%,Precip 0-1,Summer,Weekend,Afternoon
23793,Motor Vehicle Theft,104,Temp >71,Humid 50-75%,Precip 2-3,Fall,Weekend,Morning
23794,Theft/Other,107,Temp >71,Humid 50-75%,Precip 2-3,Fall,Weekend,Morning
23795,Theft/Auto,107,Temp >71,Humid 50-75%,Precip 2-3,Fall,Weekend,Morning
23796,Theft/Auto,104,Temp >71,Humid 50-75%,Precip 0-1,Winter,Weekday,Morning
23797,Theft/Other,104,Temp >71,Humid 50-75%,Precip 0-1,Winter,Weekday,Evening
23798,Burglary,507,Temp >71,Humid 50-75%,Precip 0-1,Winter,Weekday,Afternoon
23799,Burglary,308,Temp >71,Humid 50-75%,Precip 0-1,Fall,Weekday,Afternoon
23800,Theft/Other,104,Temp >71,Humid 50-75%,Precip 0-1,Fall,Weekday,Afternoon
23801,Theft/Auto,103,Temp >71,Humid 50-75%,Precip 0-1,Fall,Weekday,Evening
23802,Theft/Auto,107,Temp >71,Humid 50-75%,Precip 0-1,Fall,Weekday,Evening
23803,Robbery,501,Temp >71,Humid 50-75%,Precip 0-1,Fall,Weekday,Evening
23804,Robbery,108,Temp >71,Humid 50-75%,Precip 0-1,Fall,Weekday,Evening
23805,Theft/Auto,107,Temp >71,Humid 50-75%,Precip 0-1,Fall,Weekday,Morning
23806,Theft/Auto,308,Temp >71,Humid 50-75%,Precip 0-1,Fall,Weekday,Morning
23807,Theft/Auto,107,Temp >71,Humid 50-75%,Precip 0-1,Fall,Weekday,Morning
23808,Theft/Auto,107,Temp 52-71,Humid 50-75%,Precip 0-1,Summer,Weekday,Evening
23809,Theft/Auto,107,Temp 52-71,Humid 50-75%,Precip 0-1,Summer,Weekday,Evening
23810,Robbery,104,Temp 52-71,Humid 50-75%,Precip 0-1,Summer,Weekday,Evening
23811,Burglary,103,Temp 52-71,Humid 50-75%,Precip 0-1,Summer,Weekday,Evening
23812,Robbery,103,Temp 52-71,Humid 50-75%,Precip 0-1,Summer,Weekend,Midnight
23813,Theft/Auto,106,Temp 52-71,Humid 75-100%,Precip 0-1,Fall,Weekend,Morning
23814,Theft/Auto,107,Temp 52-71,Humid 75-100%,Precip 0-1,Fall,Weekend,Afternoon
23815,Theft/Auto,108,Temp 52-71,Humid 75-100%,Precip 0-1,Fall,Weekend,Afternoon
23816,Theft/Other,108,Temp 52-71,Humid 75-100%,Precip 0-1,Fall,Weekend,Afternoon
23817,Theft/Auto,108,Temp 52-71,Humid 75-100%,Precip 0-1,Fall,Weekend,Afternoon
23818,Theft/Auto,108,Temp >71,Humid 50-75%,Precip 0-1,Fall,Weekday,Morning
23819,Theft/Auto,106,Temp >71,Humid 50-75%,Precip 0-1,Summer,Weekday,Afternoon
23820,Theft/Auto,107,Temp >71,Humid 50-75%,Precip 0-1,Fall,Weekday,Morning
23821,Theft/Other,106,Temp >71,Humid 50-75%,Precip 0-1,Fall,Weekday,Morning
23822,Theft/Auto,108,Temp >71,Humid 50-75%,Precip 0-1,Fall,Weekday,Afternoon
23823,Theft/Auto,506,Temp >71,Humid 50-75%,Precip 0-1,Fall,Weekday,Afternoon
23824,Theft/Auto,108,Temp >71,Humid 50-75%,Precip 0-1,Fall,Weekday,Morning
23825,Theft/Auto,108,Temp >71,Humid 50-75%,Precip 0-1,Fall,Weekday,Morning
23826,Theft/Auto,108,Temp >71,Humid 50-75%,Precip 0-1,Fall,Weekday,Morning
23827,Robbery,104,Temp >71,Humid 50-75%,Precip 0-1,Fall,Weekend,Midnight
23828,Robbery,103,Temp >71,Humid 50-75%,Precip 0-1,Fall,Weekend,Midnight
23829,Theft/Auto,307,Temp 52-71,Humid 50-75%,Precip 0-1,Summer,Weekend,Morning
23830,Assault,104,Temp 52-71,Humid 50-75%,Precip 0-1,Summer,Weekend,Morning
23831,Theft/Auto,101,Temp >71,Humid 50-75%,Precip 0-1,Fall,Weekday,Evening
23832,Theft/Other,103,Temp >71,Humid 50-75%,Precip 0-1,Fall,Weekday,Evening
23833,Robbery,308,Temp >71,Humid 50-75%,Precip 0-1,Fall,Weekday,Midnight
23834,Theft/Auto,107,Temp >71,Humid 50-75%,Precip 0-1,Fall,Weekday,Afternoon
23835,Burglary,104,Temp >71,Humid 50-75%,Precip 0-1,Fall,Weekend,Morning
23836,Theft/Auto,107,Temp >71,Humid 50-75%,Precip 0-1,Fall,Weekend,Morning
23837,Motor Vehicle Theft,108,Temp >71,Humid 50-75%,Precip 0-1,Fall,Weekend,Morning
23838,Theft/Other,103,Temp >71,Humid 50-75%,Precip 2-3,Fall,Weekday,Morning
23839,Theft/Auto,308,Temp >71,Humid 50-75%,Precip 0-1,Fall,Weekday,Afternoon
23840,Theft/Auto,308,Temp >71,Humid 50-75%,Precip 0-1,Fall,Weekend,Morning
23841,Theft/Auto,507,Temp >71,Humid 50-75%,Precip 0-1,Fall,Weekday,Morning
23842,Theft/Other,108,Temp >71,Humid 50-75%,Precip 0-1,Fall,Weekend,Midnight
23843,Theft/Other,107,Temp >71,Humid 50-75%,Precip 0-1,Fall,Weekend,Morning
23844,Theft/Other,108,Temp >71,Humid 50-75%,Precip 0-1,Fall,Weekday,Afternoon
23845,Burglary,107,Temp >71,Humid 50-75%,Precip 0-1,Summer,Weekday,Morning
23846,Theft/Other,106,Temp >71,Humid 50-75%,Precip 0-1,Summer,Weekday,Morning
23847,Theft/Other,107,Temp >71,Humid 50-75%,Precip 0-1,Summer,Weekend,Morning
23848,Theft/Auto,104,Temp >71,Humid 50-75%,Precip 0-1,Summer,Weekend,Afternoon
23849,Theft/Auto,308,Temp >71,Humid 50-75%,Precip 0-1,Summer,Weekend,Afternoon
23850,Theft/Other,103,Temp >71,Humid 50-75%,Precip 0-1,Summer,Weekend,Afternoon
23851,Theft/Auto,104,Temp >71,Humid 50-75%,Precip 0-1,Summer,Weekend,Morning
23852,Robbery,104,Temp >71,Humid 50-75%,Precip 0-1,Summer,Weekend,Afternoon
23853,Theft/Auto,104,Temp >71,Humid 50-75%,Precip 0-1,Summer,Weekend,Afternoon
23854,Theft/Auto,106,Temp >71,Humid 50-75%,Precip 0-1,Fall,Weekend,Morning
23855,Theft/Auto,107,Temp >71,Humid 50-75%,Precip 0-1,Fall,Weekend,Morning
23856,Theft/Other,103,Temp >71,Humid 50-75%,Precip 0-1,Fall,Weekend,Morning
23857,Theft/Auto,507,Temp >71,Humid 50-75%,Precip 0-1,Fall,Weekend,Morning
23858,Theft/Other,104,Temp >71,Humid 50-75%,Precip 0-1,Fall,Weekend,Morning
23859,Motor Vehicle Theft,105,Temp >71,Humid 50-75%,Precip 0-1,Fall,Weekday,Midnight
23860,Robbery,103,Temp >71,Humid 50-75%,Precip 0-1,Fall,Weekday,Midnight
23861,Theft/Other,104,Temp >71,Humid 50-75%,Precip 0-1,Fall,Weekday,Evening
23862,Theft/Other,106,Temp >71,Humid 50-75%,Precip 0-1,Fall,Weekday,Morning
23863,Motor Vehicle Theft,108,Temp >71,Humid 50-75%,Precip 0-1,Fall,Weekday,Morning
23864,Theft/Other,108,Temp >71,Humid 50-75%,Precip 0-1,Fall,Weekday,Afternoon
23865,Theft/Auto,104,Temp >71,Humid 50-75%,Precip 0-1,Fall,Weekday,Afternoon
23866,Robbery,105,Temp >71,Humid 50-75%,Precip 0-1,Fall,Weekday,Afternoon
23867,Theft/Other,104,Temp >71,Humid 25-50%,Precip 0-1,Fall,Weekday,Morning
23868,Motor Vehicle Theft,107,Temp >71,Humid 25-50%,Precip 0-1,Fall,Weekday,Morning
23869,Theft/Auto,107,Temp >71,Humid 25-50%,Precip 0-1,Fall,Weekday,Morning
23870,Theft/Other,107,Temp >71,Humid 25-50%,Precip 0-1,Fall,Weekday,Afternoon
23871,Theft/Other,107,Temp >71,Humid 25-50%,Precip 0-1,Fall,Weekday,Morning
23872,Theft/Other,103,Temp >71,Humid 50-75%,Precip 0-1,Fall,Weekday,Evening
23873,Assault,105,Temp >71,Humid 50-75%,Precip 0-1,Fall,Weekday,Evening
23874,Theft/Other,107,Temp >71,Humid 50-75%,Precip 0-1,Fall,Weekday,Morning
23875,Motor Vehicle Theft,105,Temp >71,Humid 50-75%,Precip 0-1,Fall,Weekend,Afternoon
23876,Theft/Other,108,Temp >71,Humid 50-75%,Precip 0-1,Fall,Weekday,Evening
23877,Motor Vehicle Theft,103,Temp >71,Humid 50-75%,Precip 0-1,Summer,Weekday,Evening
23878,Theft/Other,107,Temp >71,Humid 50-75%,Precip 0-1,Fall,Weekday,Afternoon
23879,Theft/Auto,106,Temp >71,Humid 50-75%,Precip 0-1,Fall,Weekday,Evening
23880,Sex Abuse,106,Temp >71,Humid 50-75%,Precip 0-1,Fall,Weekend,Evening
23881,Theft/Other,103,Temp 52-71,Humid 50-75%,Precip 0-1,Summer,Weekend,Afternoon
23882,Theft/Other,104,Temp 52-71,Humid 50-75%,Precip 0-1,Summer,Weekend,Evening
23883,Theft/Other,108,Temp >71,Humid 50-75%,Precip 0-1,Fall,Weekend,Evening
23884,Theft/Other,102,Temp >71,Humid 50-75%,Precip 0-1,Fall,Weekday,Evening
23885,Theft/Other,107,Temp >71,Humid 50-75%,Precip 0-1,Fall,Weekday,Evening
23886,Theft/Other,104,Temp >71,Humid 50-75%,Precip 0-1,Fall,Weekday,Afternoon
23887,Theft/Other,106,Temp >71,Humid 50-75%,Precip 0-1,Fall,Weekday,Afternoon
23888,Theft/Auto,102,Temp >71,Humid 50-75%,Precip 0-1,Fall,Weekday,Evening
23889,Theft/Auto,107,Temp >71,Humid 50-75%,Precip 0-1,Fall,Weekday,Morning
23890,Theft/Other,108,Temp >71,Humid 50-75%,Precip 0-1,Fall,Weekday,Morning
23891,Theft/Other,107,Temp 52-71,Humid 50-75%,Precip 0-1,Summer,Weekend,Evening
23892,Theft/Other,105,Temp >71,Humid 50-75%,Precip 0-1,Summer,Weekday,Evening
23893,Theft/Other,106,Temp 52-71,Humid 50-75%,Precip 0-1,Summer,Weekend,Evening
23894,Theft/Auto,107,Temp 52-71,Humid 50-75%,Precip 0-1,Summer,Weekend,Evening
23895,Theft/Other,107,Temp >71,Humid 50-75%,Precip 0-1,Fall,Weekday,Evening
23896,Motor Vehicle Theft,106,Temp >71,Humid 50-75%,Precip 0-1,Fall,Weekday,Morning
23897,Theft/Auto,103,Temp >71,Humid 50-75%,Precip 0-1,Fall,Weekday,Morning
23898,Assault,506,Temp >71,Humid 50-75%,Precip 0-1,Fall,Weekday,Morning
23899,Burglary,104,Temp >71,Humid 50-75%,Precip 0-1,Fall,Weekday,Morning
23900,Theft/Auto,107,Temp >71,Humid 75-100%,Precip 0-1,Fall,Weekday,Afternoon
23901,Theft/Other,105,Temp >71,Humid 75-100%,Precip 0-1,Fall,Weekday,Afternoon
23902,Burglary,104,Temp >71,Humid 50-75%,Precip 0-1,Fall,Weekday,Evening
23903,Theft/Auto,107,Temp >71,Humid 75-100%,Precip 0-1,Fall,Weekday,Afternoon
23904,Theft/Auto,107,Temp >71,Humid 50-75%,Precip 0-1,Fall,Weekday,Morning
23905,Theft/Other,104,Temp >71,Humid 50-75%,Precip 0-1,Fall,Weekday,Afternoon
23906,Theft/Other,106,Temp >71,Humid 50-75%,Precip 0-1,Fall,Weekday,Afternoon
23907,Theft/Other,104,Temp >71,Humid 50-75%,Precip 0-1,Fall,Weekday,Morning
23908,Theft/Other,507,Temp >71,Humid 50-75%,Precip 0-1,Fall,Weekday,Morning
23909,Theft/Auto,108,Temp >71,Humid 50-75%,Precip 0-1,Fall,Weekend,Morning
23910,Theft/Auto,107,Temp >71,Humid 50-75%,Precip 0-1,Fall,Weekday,Evening
23911,Theft/Other,107,Temp >71,Humid 50-75%,Precip 0-1,Fall,Weekday,Evening
23912,Theft/Other,104,Temp >71,Humid 50-75%,Precip 0-1,Fall,Weekday,Evening
23913,Motor Vehicle Theft,105,Temp >71,Humid 50-75%,Precip 0-1,Fall,Weekday,Evening
23914,Motor Vehicle Theft,107,Temp >71,Humid 50-75%,Precip 0-1,Fall,Weekday,Evening
23915,Theft/Other,106,Temp >71,Humid 50-75%,Precip 0-1,Summer,Weekday,Evening
23916,Theft/Auto,107,Temp >71,Humid 50-75%,Precip 0-1,Summer,Weekday,Morning
23917,Motor Vehicle Theft,107,Temp >71,Humid 50-75%,Precip 0-1,Summer,Weekday,Afternoon
23918,Robbery,102,Temp >71,Humid 50-75%,Precip 0-1,Summer,Weekday,Afternoon
23919,Theft/Other,102,Temp >71,Humid 50-75%,Precip 0-1,Summer,Weekday,Afternoon
23920,Theft/Other,103,Temp >71,Humid 50-75%,Precip 0-1,Fall,Weekend,Evening
23921,Robbery,104,Temp >71,Humid 50-75%,Precip 0-1,Fall,Weekend,Evening
23922,Assault,104,Temp >71,Humid 25-50%,Precip 0-1,Fall,Weekday,Midnight
23923,Theft/Other,506,Temp >71,Humid 50-75%,Precip 0-1,Fall,Weekday,Afternoon
23924,Motor Vehicle Theft,107,Temp >71,Humid 50-75%,Precip 0-1,Fall,Weekend,Morning
23925,Theft/Other,105,Temp >71,Humid 50-75%,Precip 0-1,Fall,Weekday,Afternoon
23926,Theft/Other,105,Temp >71,Humid 50-75%,Precip 0-1,Fall,Weekday,Afternoon
23927,Theft/Auto,105,Temp >71,Humid 50-75%,Precip 0-1,Fall,Weekday,Afternoon
23928,Theft/Other,107,Temp >71,Humid 50-75%,Precip 0-1,Fall,Weekday,Afternoon
23929,Theft/Auto,104,Temp >71,Humid 50-75%,Precip 0-1,Winter,Weekend,Evening
23930,Theft/Auto,108,Temp >71,Humid 50-75%,Precip 0-1,Fall,Weekday,Evening
23931,Theft/Auto,105,Temp >71,Humid 50-75%,Precip 0-1,Fall,Weekday,Morning
23932,Theft/Auto,308,Temp >71,Humid 50-75%,Precip 0-1,Fall,Weekday,Morning
23933,Theft/Auto,107,Temp >71,Humid 50-75%,Precip 0-1,Fall,Weekday,Morning
23934,Theft/Auto,108,Temp >71,Humid 50-75%,Precip 0-1,Fall,Weekday,Morning
23935,Theft/Auto,106,Temp >71,Humid 50-75%,Precip 0-1,Fall,Weekday,Morning
23936,Motor Vehicle Theft,104,Temp >71,Humid 50-75%,Precip 0-1,Fall,Weekday,Morning
23937,Theft/Other,106,Temp >71,Humid 50-75%,Precip 0-1,Fall,Weekday,Morning
23938,Burglary,104,Temp >71,Humid 50-75%,Precip 0-1,Summer,Weekday,Afternoon
23939,Theft/Auto,306,Temp >71,Humid 50-75%,Precip 0-1,Summer,Weekday,Evening
23940,Theft/Auto,107,Temp >71,Humid 50-75%,Precip 0-1,Summer,Weekday,Afternoon
23941,Theft/Auto,506,Temp 52-71,Humid 75-100%,Precip 0-1,Fall,Weekend,Afternoon
23942,Theft/Other,103,Temp 52-71,Humid 75-100%,Precip 0-1,Fall,Weekend,Afternoon
23943,Theft/Auto,106,Temp 52-71,Humid 75-100%,Precip 0-1,Fall,Weekend,Afternoon
23944,Theft/Other,506,Temp 52-71,Humid 75-100%,Precip 0-1,Fall,Weekend,Evening
23945,Theft/Other,107,Temp >71,Humid 50-75%,Precip 0-1,Fall,Weekday,Evening
23946,Theft/Auto,105,Temp >71,Humid 50-75%,Precip 0-1,Fall,Weekday,Afternoon
23947,Theft/Auto,107,Temp >71,Humid 50-75%,Precip 0-1,Fall,Weekday,Afternoon
23948,Theft/Other,107,Temp >71,Humid 50-75%,Precip 0-1,Fall,Weekday,Afternoon
23949,Theft/Other,308,Temp >71,Humid 50-75%,Precip 0-1,Fall,Weekday,Afternoon
23950,Theft/Other,108,Temp >71,Humid 50-75%,Precip 0-1,Fall,Weekday,Evening
23951,Theft/Other,106,Temp >71,Humid 50-75%,Precip 0-1,Fall,Weekday,Afternoon
23952,Theft/Other,107,Temp >71,Humid 50-75%,Precip 0-1,Fall,Weekday,Afternoon
23953,Robbery,108,Temp >71,Humid 50-75%,Precip 0-1,Fall,Weekday,Morning
23954,Robbery,108,Temp >71,Humid 75-100%,Precip 0-1,Winter,Weekday,Morning
23955,Theft/Other,103,Temp >71,Humid 50-75%,Precip 0-1,Winter,Weekday,Afternoon
23956,Theft/Auto,104,Temp >71,Humid 50-75%,Precip 0-1,Fall,Weekday,Morning
23957,Assault,108,Temp >71,Humid 50-75%,Precip 1-2,Fall,Weekday,Morning
23958,Theft/Auto,104,Temp 52-71,Humid 50-75%,Precip 0-1,Summer,Weekend,Morning
23959,Theft/Other,107,Temp 52-71,Humid 50-75%,Precip 0-1,Summer,Weekend,Afternoon
23960,Theft/Other,107,Temp 52-71,Humid 50-75%,Precip 0-1,Summer,Weekend,Afternoon
23961,Theft/Auto,105,Temp >71,Humid 50-75%,Precip 0-1,Summer,Weekday,Morning
23962,Theft/Other,108,Temp >71,Humid 50-75%,Precip 0-1,Fall,Weekday,Afternoon
23963,Theft/Auto,308,Temp >71,Humid 50-75%,Precip 0-1,Fall,Weekday,Morning
23964,Theft/Auto,107,Temp >71,Humid 50-75%,Precip 0-1,Fall,Weekday,Afternoon
23965,Assault,507,Temp >71,Humid 50-75%,Precip 0-1,Fall,Weekday,Afternoon
23966,Robbery,106,Temp >71,Humid 50-75%,Precip 0-1,Fall,Weekday,Morning
23967,Theft/Other,107,Temp >71,Humid 50-75%,Precip 0-1,Fall,Weekday,Morning
23968,Theft/Other,106,Temp >71,Humid 50-75%,Precip 0-1,Fall,Weekend,Morning
23969,Assault,103,Temp >71,Humid 75-100%,Precip 0-1,Fall,Weekday,Afternoon
23970,Theft/Other,104,Temp >71,Humid 75-100%,Precip 0-1,Fall,Weekday,Afternoon
23971,Theft/Auto,104,Temp >71,Humid 50-75%,Precip 0-1,Fall,Weekday,Afternoon
23972,Theft/Auto,108,Temp >71,Humid 50-75%,Precip 0-1,Fall,Weekday,Afternoon
23973,Theft/Other,308,Temp >71,Humid 50-75%,Precip 0-1,Fall,Weekday,Afternoon
23974,Theft/Auto,308,Temp >71,Humid 50-75%,Precip 0-1,Fall,Weekday,Evening
23975,Theft/Other,506,Temp >71,Humid 50-75%,Precip 0-1,Fall,Weekday,Afternoon
23976,Theft/Other,107,Temp 52-71,Humid 50-75%,Precip 0-1,Summer,Weekday,Evening
23977,Theft/Auto,107,Temp >71,Humid 50-75%,Precip 0-1,Summer,Weekday,Morning
23978,Theft/Other,506,Temp >71,Humid 50-75%,Precip 0-1,Summer,Weekday,Morning
23979,Theft/Other,106,Temp >71,Humid 50-75%,Precip 0-1,Summer,Weekday,Afternoon
23980,Motor Vehicle Theft,105,Temp >71,Humid 50-75%,Precip 0-1,Summer,Weekday,Morning
23981,Theft/Other,106,Temp >71,Humid 50-75%,Precip 0-1,Summer,Weekend,Afternoon
23982,Theft/Other,308,Temp >71,Humid 50-75%,Precip 0-1,Summer,Weekend,Evening
23983,Theft/Other,107,Temp >71,Humid 50-75%,Precip 0-1,Summer,Weekend,Evening
23984,Robbery,308,Temp >71,Humid 50-75%,Precip 0-1,Summer,Weekend,Evening
23985,Burglary,308,Temp >71,Humid 50-75%,Precip 0-1,Fall,Weekday,Morning
23986,Theft/Other,107,Temp >71,Humid 50-75%,Precip 0-1,Fall,Weekday,Afternoon
23987,Theft/Auto,104,Temp >71,Humid 50-75%,Precip 0-1,Fall,Weekday,Afternoon
23988,Theft/Other,108,Temp >71,Humid 50-75%,Precip 0-1,Fall,Weekend,Morning
23989,Theft/Auto,108,Temp >71,Humid 50-75%,Precip 0-1,Fall,Weekend,Afternoon
23990,Theft/Other,104,Temp >71,Humid 50-75%,Precip 0-1,Fall,Weekend,Afternoon
23991,Theft/Other,106,Temp >71,Humid 50-75%,Precip 0-1,Fall,Weekend,Midnight
23992,Robbery,308,Temp >71,Humid 50-75%,Precip 0-1,Fall,Weekend,Evening
23993,Burglary,108,Temp >71,Humid 75-100%,Precip 0-1,Fall,Weekday,Morning
23994,Theft/Other,103,Temp >71,Humid 75-100%,Precip 0-1,Fall,Weekday,Morning
23995,Theft/Other,107,Temp >71,Humid 50-75%,Precip 0-1,Winter,Weekend,Morning
23996,Assault,103,Temp >71,Humid 50-75%,Precip 0-1,Winter,Weekend,Evening
23997,Motor Vehicle Theft,107,Temp >71,Humid 50-75%,Precip 0-1,Winter,Weekend,Evening
23998,Motor Vehicle Theft,105,Temp >71,Humid 50-75%,Precip 0-1,Winter,Weekday,Evening
23999,Theft/Auto,103,Temp >71,Humid 50-75%,Precip 0-1,Winter,Weekday,Evening
24000,Theft/Other,106,Temp >71,Humid 50-75%,Precip 0-1,Winter,Weekday,Evening
24001,Theft/Other,107,Temp >71,Humid 50-75%,Precip 0-1,Summer,Weekend,Evening
24002,Robbery,108,Temp >71,Humid 50-75%,Precip 0-1,Summer,Weekend,Evening
24003,Theft/Auto,106,Temp >71,Humid 50-75%,Precip 0-1,Summer,Weekday,Midnight
24004,Robbery,103,Temp 52-71,Humid 75-100%,Precip 0-1,Fall,Weekend,Midnight
24005,Theft/Other,103,Temp 52-71,Humid 75-100%,Precip 0-1,Fall,Weekend,Morning
24006,Theft/Auto,106,Temp >71,Humid 50-75%,Precip 0-1,Fall,Weekend,Afternoon
24007,Theft/Other,106,Temp >71,Humid 50-75%,Precip 0-1,Fall,Weekday,Afternoon
24008,Theft/Other,106,Temp >71,Humid 50-75%,Precip 0-1,Fall,Weekday,Midnight
24009,Motor Vehicle Theft,308,Temp >71,Humid 50-75%,Precip 0-1,Fall,Weekday,Morning
24010,Theft/Other,103,Temp >71,Humid 50-75%,Precip 0-1,Fall,Weekday,Afternoon
24011,Theft/Other,308,Temp >71,Humid 50-75%,Precip 0-1,Fall,Weekday,Afternoon
24012,Theft/Auto,105,Temp >71,Humid 50-75%,Precip 0-1,Fall,Weekday,Afternoon
24013,Theft/Auto,103,Temp >71,Humid 50-75%,Precip 0-1,Fall,Weekday,Afternoon
24014,Theft/Auto,307,Temp >71,Humid 50-75%,Precip 0-1,Fall,Weekday,Afternoon
24015,Theft/Other,108,Temp >71,Humid 50-75%,Precip 0-1,Fall,Weekday,Afternoon
24016,Theft/Other,506,Temp >71,Humid 50-75%,Precip 0-1,Fall,Weekend,Evening
24017,Assault,308,Temp >71,Humid 50-75%,Precip 0-1,Fall,Weekend,Afternoon
24018,Robbery,506,Temp >71,Humid 50-75%,Precip 0-1,Fall,Weekend,Evening
24019,Theft/Other,506,Temp >71,Humid 50-75%,Precip 0-1,Fall,Weekend,Evening
24020,Theft/Auto,106,Temp >71,Humid 50-75%,Precip 0-1,Fall,Weekend,Evening
24021,Theft/Auto,506,Temp 52-71,Humid 75-100%,Precip 0-1,Fall,Weekend,Morning
24022,Motor Vehicle Theft,108,Temp >71,Humid 50-75%,Precip 0-1,Fall,Weekday,Evening
24023,Robbery,103,Temp >71,Humid 50-75%,Precip 0-1,Fall,Weekday,Midnight
24024,Theft/Auto,106,Temp >71,Humid 50-75%,Precip 0-1,Fall,Weekday,Midnight
24025,Theft/Other,103,Temp >71,Humid 50-75%,Precip 0-1,Fall,Weekday,Midnight
24026,Theft/Auto,104,Temp >71,Humid 50-75%,Precip 0-1,Fall,Weekday,Morning
24027,Theft/Other,105,Temp >71,Humid 50-75%,Precip 0-1,Fall,Weekday,Morning
24028,Motor Vehicle Theft,107,Temp >71,Humid 50-75%,Precip 0-1,Fall,Weekday,Morning
24029,Sex Abuse,104,Temp >71,Humid 50-75%,Precip 0-1,Fall,Weekend,Evening
24030,Theft/Auto,107,Temp >71,Humid 50-75%,Precip 0-1,Fall,Weekday,Morning
24031,Theft/Auto,107,Temp >71,Humid 50-75%,Precip 0-1,Fall,Weekday,Morning
24032,Theft/Auto,107,Temp >71,Humid 50-75%,Precip 0-1,Fall,Weekday,Morning
24033,Theft/Other,506,Temp >71,Humid 50-75%,Precip 0-1,Fall,Weekday,Morning
24034,Theft/Auto,107,Temp >71,Humid 50-75%,Precip 0-1,Summer,Weekday,Afternoon
24035,Theft/Other,107,Temp >71,Humid 50-75%,Precip 0-1,Summer,Weekday,Evening
24036,Motor Vehicle Theft,105,Temp >71,Humid 50-75%,Precip 0-1,Summer,Weekday,Evening
24037,Theft/Other,506,Temp >71,Humid 50-75%,Precip 0-1,Summer,Weekday,Evening
24038,Theft/Auto,108,Temp >71,Humid 50-75%,Precip 0-1,Fall,Weekday,Morning
24039,Theft/Auto,104,Temp >71,Humid 50-75%,Precip 0-1,Fall,Weekend,Afternoon
24040,Theft/Auto,308,Temp >71,Humid 50-75%,Precip 0-1,Fall,Weekday,Afternoon
24041,Motor Vehicle Theft,108,Temp >71,Humid 50-75%,Precip 0-1,Fall,Weekday,Afternoon
24042,Assault,105,Temp >71,Humid 50-75%,Precip 0-1,Fall,Weekday,Evening
24043,Homicide,308,Temp >71,Humid 50-75%,Precip 0-1,Fall,Weekday,Evening
